Date,IVV_Close,BND_Close,IBIT_Close,MO_Close,JNJ_Close,AWK_Close,CB_Close
2014-01-02,149.0323486328125,56.56241989135742,26.6299991607666,17.509769439697266,64.87020111083984,32.38243103027344,80.13957214355469
2014-01-03,148.96755981445312,56.569496154785156,26.6299991607666,17.426603317260742,65.45455169677734,32.28897476196289,79.9346694946289
2014-01-06,148.56260681152344,56.61890411376953,26.6299991607666,17.22332763671875,65.79664611816406,32.16435623168945,79.65888214111328
2014-01-07,149.47781372070312,56.68953323364258,26.6299991607666,17.22332763671875,67.19338989257812,32.48366928100586,79.01274871826172
2014-01-08,149.5587921142578,56.505924224853516,26.6299991607666,17.15403175354004,67.10072326660156,32.47588348388672,78.03560638427734
2014-01-09,149.63168334960938,56.61188888549805,26.6299991607666,17.209470748901367,67.5069351196289,32.398006439208984,77.93316650390625
2014-01-10,150.02047729492188,56.887210845947266,26.6299991607666,17.214088439941406,67.51404571533203,32.70173263549805,77.7519302368164
2014-01-13,148.03616333007812,56.964813232421875,26.6299991607666,17.135549545288086,67.34302520751953,32.39022445678711,76.86369323730469
2014-01-14,149.61550903320312,56.88014221191406,26.6299991607666,17.084728240966797,67.49977111816406,32.327911376953125,77.48230743408203
2014-01-15,150.4658966064453,56.844844818115234,26.6299991607666,17.047767639160156,67.55680847167969,32.14879608154297,77.71228790283203
2014-01-16,150.20675659179688,56.97190475463867,26.6299991607666,17.232568740844727,67.44278717041016,32.327911376953125,77.16508483886719
2014-01-17,149.63168334960938,57.03548812866211,26.6299991607666,17.107831954956055,67.74211120605469,32.343482971191406,77.0064468383789
2014-01-21,150.04470825195312,57.03548812866211,26.6299991607666,17.264907836914062,67.00810241699219,32.60048294067383,76.42752075195312
2014-01-22,150.1500701904297,56.93663024902344,26.6299991607666,17.324968338012695,67.2147445678711,32.795188903808594,76.14202117919922
2014-01-23,148.91897583007812,57.0919303894043,26.6299991607666,17.264907836914062,66.08880615234375,32.834136962890625,74.69070434570312
2014-01-24,145.70361328125,57.24013900756836,26.6299991607666,17.232568740844727,64.57091522216797,32.577117919921875,73.11248779296875
2014-01-27,144.94232177734375,57.13426971435547,26.6299991607666,17.015432357788086,64.0934829711914,32.43693923950195,73.79456329345703
2014-01-28,145.88177490234375,57.18370056152344,26.6299991607666,17.0246639251709,64.20745849609375,32.54597091674805,74.99999237060547
2014-01-29,144.47259521484375,57.3107795715332,26.6299991607666,16.830631256103516,63.352333068847656,32.67837905883789,74.57174682617188
2014-01-30,146.02755737304688,57.3107795715332,26.6299991607666,16.331668853759766,63.779930114746094,33.3212890625,75.45207214355469
2014-01-31,145.11231994628906,57.388431549072266,26.6299991607666,16.271615982055664,63.045894622802734,33.37616729736328,74.39725494384766
2014-02-03,141.8727569580078,57.57305908203125,26.6299991607666,15.75879192352295,61.841556549072266,33.17231750488281,73.43766784667969
2014-02-04,142.84461975097656,57.48109436035156,26.6299991607666,15.906630516052246,61.72751998901367,32.7410888671875,73.62797546386719
2014-02-05,142.6583251953125,57.3608512878418,26.6299991607666,15.70797348022461,62.19788360595703,32.27066421508789,73.9531478881836
2014-02-06,144.56158447265625,57.339637756347656,26.6299991607666,16.035993576049805,63.24542999267578,32.694053649902344,74.14347839355469
2014-02-07,146.4487762451172,57.41036605834961,26.6299991607666,16.308568954467773,64.1646957397461,33.1487922668457,75.0237808227539
2014-02-10,146.6511993408203,57.44572830200195,26.6299991607666,16.257755279541016,64.89871215820312,33.195838928222656,75.36480712890625
2014-02-11,148.27101135253906,57.32548141479492,26.6299991607666,16.234647750854492,66.25271606445312,33.48592758178711,76.7764663696289
2014-02-12,148.3925018310547,57.22642135620117,26.6299991607666,16.137630462646484,65.86077117919922,33.634891510009766,75.90410614013672
2014-02-13,149.11334228515625,57.367916107177734,26.6299991607666,16.299327850341797,65.9605484008789,34.160186767578125,76.24513244628906
2014-02-14,149.90708923339844,57.34669494628906,26.6299991607666,16.433313369750977,66.10305786132812,34.183712005615234,76.90335845947266
2014-02-18,150.1338348388672,57.424537658691406,26.6299991607666,16.382492065429688,65.68260192871094,34.23859405517578,77.29193115234375
2014-02-19,149.13760375976562,57.37498474121094,26.6299991607666,16.24388885498047,65.30491638183594,34.20723342895508,76.66543579101562
2014-02-20,149.97991943359375,57.367916107177734,26.6299991607666,16.414833068847656,65.83226013183594,34.544368743896484,76.7526626586914
2014-02-21,149.89895629882812,57.41036605834961,26.6299991607666,16.340909957885742,65.68872833251953,34.70901107788086,77.07785034179688
2014-02-24,150.53070068359375,57.396217346191406,26.6299991607666,16.34553337097168,65.39446258544922,34.39540481567383,76.76060485839844
